"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","St Alban Woodstreet - Plague","Alhallows Barking - Buried","Alhallows Barking - Plague","Alhallows Breadstreet - Buried","Alhallows Breadstreet - Plague","Alhallows Great - Buried","Alhallows Great - Plague","Alhallows Honylane - Buried","Alhallows Honylane - Plague","Alhallows Lesse - Buried","Alhallows Lesse - Plague","Alhallows Lumbardstreet - Buried","Alhallows Lumbardstreet - Plague","Alhallows Stayning - Buried","Alhallows Stayning - Plague","Alhallows the Wall - Buried","Alhallows the Wall - Plague","St Alphage - Buried","St Alphage - Plague","St Andrew Hubbard - Buried","St Andrew Hubbard - Plague","St Andrew Undershaft - Buried","St Andrew Undershaft - Plague","St Andrew Wardrobe - Buried","St Andrew Wardrobe - Plague","St Ann Aldersgate - Buried","St Ann Aldersgate - Plague","St Ann Blackfryers - Buried","St Ann Blackfryers - Plague","St Antholins Parish - Buried","St Antholins Parish - Plague","St Austins Parish - Buried","St Austins Parish - Plague","St Bartholomew Exchange - Buried","St Bartholomew Exchange - Plague","St Bennet Fynck - Buried","St Bennet Fynck - Plague","St Bennet Gracechurch - Buried","St Bennet Gracechurch - Plague","St Bennet Paulswharf - Buried","St Bennet Paulswharf - Plague","St Bennet Sherehog - Buried","St Bennet Sherehog - Plague","St Botolph Billingsgate - Buried","St Botolph Billingsgate - Plague","Christ Church - Buried","Christ Church - Plague","St Christophers - Buried","St Christophers - Plague","St Clement Eastcheap - Buried","St Clement Eastcheap - Plague","St Dionis Backchurch - Buried","St Dionis Backchurch - Plague","St Dunstan East - Buried","St Dunstan East - Plague","St Edmund Lumbardstr. - Buried","St Edmund Lumbardstr. - Plague","St Ethelborough - Buried","St Ethelborough - Plague","St Faith - Buried","St Faith - Plague","St Gabriel Fenchurch - Buried","St Gabriel Fenchurch - Plague","St George Botolphlane - Buried","St George Botolphlane - Plague","St Gregory by St Pauls - Buried","St Gregory by St Pauls - Plague","St Hellen - Buried","St Hellen - Plague","St James Dukes place - Buried","St James Dukes place - Plague","St James Garlickhithe - Buried","St James Garlickhithe - Plague","St John Baptist - Buried","St John Baptist - Plague","St John Evangelist - Buried","St John Evangelist - Plague","St John Zachary - Buried","St John Zachary - Plague","St Katharine Coleman - Buried","St Katharine Coleman - Plague","St Katharine Creechurch - Buried","St Katharine Creechurch - Plague","St Lawrence Jewry - Buried","St Lawrence Jewry - Plague","St Lawrence Pountney - Buried","St Lawrence Pountney - Plague","St Leonard Eastcheap - Buried","St Leonard Eastcheap - Plague","St Leonard Fosterlane - Buried","St Leonard Fosterlane - Plague","St Magnus Parish - Buried","St Magnus Parish - Plague","St Margaret Lothbury - Buried","St Margaret Lothbury - Plague","St Margaret Moses - Buried","St Margaret Moses - Plague","St Margaret Newfishstreet - Buried","St Margaret Newfishstreet - Plague","St Margaret Pattons - Buried","St Margaret Pattons - Plague","St Martin Iremongerlane - Buried","St Martin Iremongerlane - Plague","St Martin Ludgate - Buried","St Martin Ludgate - Plague","St Martin Orgars - Buried","St Martin Orgars - Plague","St Martin Outwich - Buried","St Martin Outwich - Plague","St Martin Vintrey - Buried","St Martin Vintrey - Plague","St Mary Abchurch - Buried","St Mary Abchurch - Plague","St Mary Aldermanbury - Buried","St Mary Aldermanbury - Plague","St Mary Aldermary - Buried","St Mary Aldermary - Plague","St Mary le Bow - Buried","St Mary le Bow - Plague","St Mary Bothaw - Buried","St Mary Bothaw - Plague","St Mary Colechurch - Buried","St Mary Colechurch - Plague","St Mary Hill - Buried","St Mary Hill - Plague","St Maudlin Milkstreet - Buried","St Maudlin Milkstreet - Plague","St Maudlin Oldfishstreet - Buried","St Maudlin Oldfishstreet - Plague","St Mary Mounthaw - Buried","St Mary Mounthaw - Plague","St Mary Sommerset - Buried","St Mary Sommerset - Plague","St Mary Stayning - Buried","St Mary Stayning - Plague","St Mary Woolchurch - Buried","St Mary Woolchurch - Plague","St Mary Woolnoth - Buried","St Mary Woolnoth - Plague","St Matthew Fridaystreet - Buried","St Matthew Fridaystreet - Plague","St Michael Bassishaw - Buried","St Michael Bassishaw - Plague","St Michael Cornhil - Buried","St Michael Cornhil - Plague","St Michael Crookedlane - Buried","St Michael Crookedlane - Plague","St Michael Queenhithe - Buried","St Michael Queenhithe - Plague","St Michael Quern - Buried","St Michael Quern - Plague","St Michael Royal - Buried","St Michael Royal - Plague","St Michael Woodstreet - Buried","St Michael Woodstreet - Plague","St Mildred Breadstreet - Buried","St Mildred Breadstreet - Plague","St Mildred Poultrey - Buried","St Mildred Poultrey - Plague","St Nicholas Acons - Buried","St Nicholas Acons - Plague","St Nicholas Coleabby - Buried","St Nicholas Coleabby - Plague","St Nicholas Olaves - Buried","St Nicholas Olaves - Plague","St Olave Hartstreet - Buried","St Olave Hartstreet - Plague","St Olave Jewry - Buried","St Olave Jewry - Plague","St Olave Silverstreet - Buried","St Olave Silverstreet - Plague","St Pancras Soperlane - Buried","St Pancras Soperlane - Plague","St Peter Cheap - Buried","St Peter Cheap - Plague","St Peter Cornhil - Buried","St Peter Cornhil - Plague","St Peter Paulswharf - Buried","St Peter Paulswharf - Plague","St Peter Poor - Buried","St Peter Poor - Plague","St Steven Colemanstreet - Buried","St Steven Colemanstreet - Plague","St Steven Walbrook - Buried","St Steven Walbrook - Plague","St Swithin - Buried","St Swithin - Plague","St Thomas Apostles - Buried","St Thomas Apostles - Plague","Trinity Parish - Buried","Trinity Parish - Plague","St Foster - Buried","St Foster - Plague","Christened in the 97 Parishes within the Walls","Buried in the 97 Parishes within the Walls","Plague in the 97 Parishes within the Walls","St Andrew Holborn - Buried","St Andrew Holborn - Plague","St Bartholomew Great - Buried","St Bartholomew Great - Plague","St Bartholomew Less - Buried","St Bartholomew Less - Plague","St Bridget - Buried","St Bridget - Plague","Bridewel Precinct - Buried","Bridewel Precinct - Plague","St Botolph Aldersgate - Buried","St Botolph Aldersgate - Plague","St Botolph Aldgate - Buried","St Botolph Aldgate - Plague","St Botolph Bishopsgate - Buried","St Botolph Bishopsgate - Plague","St Dunstan West - Buried","St Dunstan West - Plague","St George Southwark - Buried","St George Southwark - Plague","St Giles Cripplegate - Buried","St Giles Cripplegate - Plague","St Olave Southwark - Buried","St Olave Southwark - Plague","Saviours Southwark - Buried","Saviours Southwark - Plague","S Sepulchres Parish - Buried","S Sepulchres Parish - Plague","St Thomas Southwark - Buried","St Thomas Southwark - Plague","Trinity Minories - Buried","Trinity Minories - Plague","Pesthouse Without the Walls - Buried","Pesthouse Without the Walls - Plague","Christened in the parishes without the Walls","Buried in the parishes without the Walls","Plague in the parishes without the Walls","Christ Church in Surry - Buried","Christ Church in Surry - Plague","Stepney Parish - Buried","Stepney Parish - Plague","St Giles in the Field - Buried","St Giles in the Field - Plague","St James Clerkenwel - Buried","St James Clerkenwel - Plague","Hackney Parish - Buried","Hackney Parish - Plague","St John at Wapping - Buried","St John at Wapping - Plague","St Katharine Tower - Buried","St Katharine Tower - Plague","Lambeth Parish - Buried","Lambeth Parish - Plague","St Leonard Shoreditch - Buried","St Leonard Shoreditch - Plague","St Mary Islington - Buried","St Mary Islington - Plague","St Magdalen Bermondsey - Buried","St Magdalen Bermondsey - Plague","St Mary Newington - Buried","St Mary Newington - Plague","St Mary Whitechappel - Buried","St Mary Whitechappel - Plague","St Pauls Shadwel - Buried","St Pauls Shadwel - Plague","Rothorith Parish - Buried","Rothorith Parish - Plague","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Ann in Westminster - Plague","St Clement Danes - Buried","St Clement Danes - Plague","St James in Westminster - Buried","St James in Westminster - Plague","St Margaret Westminster - Buried","St Margaret Westminster - Plague","St Martin in the fields - Buried","St Martin in the fields - Plague","St Mary Savoy - Buried","St Mary Savoy - Plague","St Paul Covent Garden - Buried","St Paul Covent Garden - Plague","Pesthouse in Westminster - Buried","Pesthouse in Westminster - Plague","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
33330,25264,4984,1,1699,9,BL-1699-09-recto,13,February,20,February,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,2,,,,,,,,,,,,,,,,,,4,,,,2,,,,2,,,,,,,,,,,,3,,2,,,,1,,1,,,,,,2,,3,,,,1,,,,,,2,,,,,,,,2,,,,,,1,,,,2,,2,,,,,,1,,,,,,1,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,1,,,,1,,2,,42,52,0,12,,,,,,11,,,,3,,9,,10,,1,,5,,22,,10,,8,,17,,1,,1,,,,81,110,0,6,,40,,22,,6,,1,,9,,5,,6,,10,,3,,8,,3,,9,,6,,,,92,134,0,18,,12,,15,,15,,30,,3,,1,,,,82,94,0
33331,25265,4985,1,1699,10,BL-1699-10-recto,20,February,27,February,,,1,,,,1,,,,,,,,,,6,,,,,,2,,1,,,,3,,,,,,2,,1,,,,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,3,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,1,,46,46,0,15,,,,2,,5,,,,5,,12,,17,,3,,5,,20,,6,,14,,14,,2,,,,,,94,120,0,3,,35,,23,,4,,1,,5,,1,,8,,11,,1,,9,,1,,9,,3,,12,,91,126,0,13,,8,,17,,15,,33,,1,,4,,,,67,91,0
33332,25266,4986,1,1699,11,BL-1699-11-recto,27,February,5,March,1,,4,,1,,,,,,,,,,1,,1,,3,,,,1,,4,,1,,4,,,,1,,,,,,,,1,,,,,,4,,,,,,1,,1,,1,,1,,,,,,1,,3,,1,,1,,,,1,,,,,,2,,,,1,,,,1,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,6,,,,1,,,,,,1,,45,62,0,13,,,,,,3,,,,6,,10,,11,,1,,9,,25,,7,,12,,8,,3,,,,,,85,108,0,2,,38,,32,,5,,1,,7,,2,,5,,10,,3,,7,,2,,15,,8,,6,,89,143,0,5,,4,,19,,19,,31,,4,,4,,,,65,86,0
33333,25267,4987,1,1699,12,BL-1699-12-recto,5,March,12,March,,,,,,,,,,,,,1,,,,,,,,,,,,3,,2,,2,,,,,,,,,,,,,,,,,,4,,1,,,,1,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,1,,,,1,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,4,,,,,,1,,1,,2,,35,40,0,11,,2,,,,7,,1,,3,,9,,10,,6,,4,,24,,7,,10,,14,,3,,1,,,,99,112,0,5,,30,,21,,5,,,,9,,1,,8,,8,,5,,8,,,,19,,5,,8,,101,132,0,13,,13,,29,,19,,23,,4,,3,,,,68,104,0
33334,25268,4988,1,1699,13,BL-1699-13-recto,12,March,19,March,2,,5,,1,,2,,,,,,1,,1,,2,,2,,,,1,,1,,1,,4,,,,1,,,,,,,,,,,,,,,,,,1,,,,4,,1,,1,,1,,,,,,3,,2,,,,,,,,,,,,1,,2,,,,,,,,1,,2,,,,,,,,1,,,,1,,1,,,,,,1,,,,2,,,,,,,,2,,,,1,,,,,,,,,,,,,,4,,1,,,,,,2,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,3,,,,1,,1,,2,,,,40,69,0,15,,1,,,,6,,,,7,,9,,5,,2,,5,,26,,6,,5,,14,,,,,,,,98,101,0,1,,40,,33,,7,,3,,4,,2,,4,,6,,2,,4,,4,,16,,8,,3,,111,137,0,12,,6,,17,,16,,35,,3,,5,,,,60,94,0
33335,25269,4989,1,1700,14,BL-1700-14-recto,19,March,26,March,1,,1,,,,1,,,,,,,,2,,5,,,,,,,,1,,1,,5,,1,,,,,,1,,,,,,,,,,5,,,,,,,,2,,,,1,,,,,,,,2,,,,,,,,,,,,,,1,,1,,4,,,,,,,,3,,1,,,,,,1,,1,,5,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,4,,,,,,,,1,,1,,36,59,0,16,,3,,2,,4,,,,10,,9,,11,,4,,8,,27,,13,,11,,11,,2,,2,,,,90,133,0,5,,41,,23,,7,,2,,2,,3,,3,,9,,,,12,,,,17,,6,,11,,101,141,0,12,,10,,19,,16,,23,,1,,6,,,,58,87,0
33336,25270,4990,1,1700,15,BL-1700-15-recto,26,March,2,April,,,1,,,,,,,,,,,,1,,,,,,,,1,,3,,1,,,,,,,,,,,,2,,,,,,3,,1,,1,,,,2,,,,,,1,,3,,,,,,2,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,24,43,0,19,,,,,,7,,,,3,,12,,7,,1,,3,,21,,7,,10,,10,,2,,,,,,96,102,0,1,,40,,20,,3,,3,,4,,4,,2,,12,,,,8,,3,,10,,6,,,,76,116,0,15,,8,,18,,26,,16,,4,,2,,,,63,99,0
33367,25271,4991,1,1700,16,BL-1700-16-recto,2,April,9,April,,,4,,,,1,,,,,,1,,1,,,,,,,,,,1,,,,2,,,,,,,,,,,,3,,,,,,2,,3,,,,,,3,,,,,,,,,,,,,,1,,1,,1,,,,,,,,3,,,,2,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,1,,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,2,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,38,47,0,19,,,,,,2,,,,1,,9,,10,,3,,7,,16,,12,,6,,12,,2,,,,,,102,99,0,1,,52,,21,,7,,2,,3,,,,7,,5,,1,,3,,2,,13,,7,,10,,97,134,0,,,8,,18,,24,,30,,,,4,,,,58,84,0
33368,25272,4992,1,1700,17,BL-1700-17-recto,9,April,16,April,,,,,1,,1,,,,1,,,,2,,3,,1,,,,,,,,2,,1,,,,1,,,,,,1,,2,,,,,,2,,,,,,1,,1,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,2,,,,2,,,,25,41,0,20,,1,,,,3,,1,,6,,10,,5,,6,,4,,21,,14,,6,,21,,2,,,,,,81,120,0,1,,26,,27,,5,,2,,5,,7,,7,,12,,2,,3,,2,,14,,8,,,,98,121,0,15,,11,,31,,18,,27,,,,6,,,,79,108,0
33369,25273,4926,1,1700,18,BL-1700-18-recto,16,April,23,April,,,1,,,,,,,,,,,,,,3,,,,,,1,,1,,,,4,,,,,,,,1,,,,,,,,1,,3,,,,,,1,,2,,,,1,,,,,,,,1,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,2,,1,,,,,,1,,,,,,,,1,,,,1,,,,3,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,18,41,0,14,,,,,,5,,,,5,,10,,9,,4,,6,,21,,9,,10,,9,,,,,,,,78,102,0,3,,34,,23,,6,,7,,6,,,,8,,9,,2,,2,,3,,15,,5,,9,,100,132,0,6,,7,,18,,12,,37,,2,,1,,,,67,83,0
33370,25274,4927,1,1700,19,BL-1700-19-recto,23,April,30,April,,,,,,,,,,,,,1,,,,2,,1,,1,,,,,,1,,5,,,,,,,,2,,,,,,,,,,4,,,,,,,,2,,,,,,1,,,,,,1,,1,,,,,,1,,,,2,,1,,2,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,2,,,,,,,,2,,,,,,2,,1,,2,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,1,,,,8,,1,,,,,,,,1,,37,58,0,17,,1,,1,,7,,,,2,,10,,11,,2,,5,,25,,8,,12,,14,,2,,,,,,72,117,0,,,37,,23,,8,,1,,6,,7,,5,,10,,4,,6,,9,,10,,7,,,,100,133,0,8,,1,,13,,17,,25,,4,,4,,,,52,72,0
33371,25275,4928,1,1700,20,BL-1700-20-recto,30,April,7,May,1,,1,,,,,,,,,,,,,,2,,,,,,,,1,,2,,,,1,,1,,,,,,,,,,,,,,3,,1,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,4,,3,,,,,,,,,,,,,,,,1,,,,1,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,2,,,,1,,,,19,41,0,15,,,,,,10,,1,,8,,15,,11,,3,,7,,27,,20,,12,,9,,2,,,,,,72,140,0,3,,39,,21,,3,,2,,6,,4,,2,,10,,5,,10,,1,,16,,6,,4,,67,132,0,7,,6,,24,,21,,24,,2,,4,,,,42,88,0
33372,25276,4930,1,20,1700,BL-1700-20-recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33373,25277,4929,1,1700,22,BL-1700-22-recto,14,May,21,May,,,4,,1,,,,,,,,,,,,3,,1,,1,,2,,,,,,1,,,,,,1,,1,,,,1,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,2,,,,,,1,,1,,1,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,3,,,,,,1,,,,1,,26,43,0,13,,,,,,4,,,,3,,9,,7,,8,,10,,24,,8,,9,,17,,1,,,,,,89,113,0,4,,27,,19,,3,,2,,7,,5,,2,,9,,,,6,,4,,11,,3,,,,76,102,0,6,,5,,14,,12,,24,,3,,8,,,,55,72,0
33374,25278,4969,1,1700,23,BL-1700-23-recto,21,May,28,May,,,1,,,,2,,,,1,,,,,,,,1,,1,,2,,1,,,,1,,,,,,1,,2,,,,,,1,,,,8,,1,,,,,,,,,,1,,2,,,,,,1,,,,,,1,,,,,,2,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,2,,,,39,48,0,16,,1,,,,4,,1,,7,,8,,8,,4,,4,,27,,10,,5,,4,,,,,,,,90,99,0,2,,34,,19,,4,,2,,1,,7,,3,,6,,4,,7,,2,,12,,10,,11,,102,124,0,8,,14,,10,,8,,3,,2,,3,,,,52,68,0
33375,25279,4970,1,1700,24,BL-1700-24-recto,28,May,4,June,,,1,,,,1,,,,1,,,,,,,,,,1,,,,2,,,,2,,1,,,,,,,,1,,1,,,,,,4,,,,1,,,,1,,,,,,,,,,,,5,,,,,,2,,,,,,,,2,,1,,1,,,,1,,1,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,2,,,,1,,,,1,,2,,,,,,1,,,,29,49,0,23,,,,,,4,,,,2,,10,,8,,2,,9,,23,,13,,7,,9,,1,,,,,,76,111,0,2,,26,,23,,4,,3,,6,,3,,1,,17,,2,,5,,2,,11,,11,,4,,98,120,0,6,,10,,25,,16,,33,,4,,4,,,,67,98,0
33376,25280,4971,1,1700,25,BL-1700-25-recto,4,June,11,June,3,,1,,1,,3,,,,,,1,,,,1,,1,,,,2,,,,1,,8,,,,,,,,,,1,,,,,,,,1,,,,,,2,,1,,,,1,,3,,,,,,,,1,,,,1,,,,,,1,,1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,,1,,,,,,2,,1,,,,,,31,55,0,25,,,,,,4,,2,,,,12,,13,,4,,6,,20,,19,,7,,6,,,,2,,,,79,120,0,1,,36,,21,,8,,2,,5,,4,,4,,11,,5,,7,,1,,10,,2,,3,,111,120,0,10,,5,,21,,13,,27,,1,,3,,,,61,80,0
33405,25281,4972,1,1700,26,BL-1700-26-recto,11,June,18,June,,,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,3,,,,,,,,3,,2,,,,,,1,,,,,,,,,,3,,2,,1,,,,2,,,,,,,,,,,,,,2,,,,,,2,,2,,2,,,,,,,,,,1,,,,2,,,,,,,,,,2,,,,,,1,,,,,,,,2,,,,2,,,,,,1,,,,1,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,30,53,0,18,,2,,,,8,,,,2,,7,,9,,9,,11,,19,,8,,11,,9,,2,,,,,,92,115,0,2,,32,,17,,5,,2,,3,,1,,5,,9,,2,,5,,1,,13,,5,,2,,88,104,0,7,,9,,13,,,,28,,2,,5,,,,54,64,0
33406,25282,4973,1,1700,27,BL-1700-27-recto,18,June,25,June,,,1,,,,2,,,,,,1,,1,,1,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,5,,1,,1,,1,,,,,,2,,1,,,,,,,,1,,,,1,,,,,,,,1,,1,,1,,,,,,,,2,,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,1,,,,1,,38,43,0,,,,,,,,,,,,,10,,7,,2,,4,,18,,10,,10,,11,,,,,,,,76,126,0,2,,45,,15,,6,,,,5,,4,,4,,4,,,,9,,3,,9,,2,,,,95,108,0,11,,10,,13,,22,,33,,3,,3,,,,79,95,0
33407,25283,4931,1,,,BL-1700-28-recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33408,25284,4974,1,1700,29,BL-1700-29-recto,2,July,9,July,1,,1,,1,,,,,,,,1,,,,,,1,,1,,2,,,,,,5,,,,,,,,,,1,,2,,,,,,1,,,,1,,1,,1,,1,,,,1,,,,,,,,1,,,,,,1,,1,,1,,2,,1,,1,,,,,,,,1,,2,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,33,43,0,13,,1,,,,3,,,,3,,9,,4,,2,,2,,19,,9,,5,,10,,,,1,,,,57,81,0,1,,25,,24,,1,,2,,6,,3,,5,,9,,2,,4,,3,,12,,4,,3,,82,104,0,12,,,,23,,14,,28,,1,,3,,,,58,85,0
33409,25285,4932,1,,,BL-1700-30-recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33410,25286,4975,1,1700,31,BL-1700-31-recto,16,July,23,July,,,2,,,,1,,,,,,,,1,,,,,,,,,,2,,,,2,,,,1,,1,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,3,,2,,,,1,,,,1,,54,37,0,19,,,,,,2,,1,,4,,7,,11,,1,,4,,17,,6,,10,,5,,,,,,,,93,87,0,5,,24,,21,,5,,2,,5,,1,,7,,4,,,,6,,4,,12,,5,,2,,82,103,0,8,,6,,17,,12,,20,,,,4,,,,74,67,0
33411,25287,4976,1,1700,32,BL-1700-32-recto,23,July,30,July,1,,4,,,,1,,1,,,,1,,,,,,1,,1,,,,,,,,5,,,,,,1,,,,,,,,,,,,1,,,,,,2,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,2,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,2,,,,1,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,,1,,,,,,,,1,,31,44,0,14,,1,,,,9,,,,2,,11,,8,,2,,7,,22,,10,,1,,15,,,,,,,,87,102,0,,,28,,26,,3,,3,,4,,1,,1,,6,,2,,12,,5,,20,,5,,6,,84,122,0,8,,5,,19,,14,,23,,2,,5,,,,53,76,0
33412,25288,4977,1,1700,33,BL-1700-33-recto,30,July,6,August,2,,2,,,,,,,,,,,,,,1,,,,,,,,,,1,,3,,1,,,,,,1,,,,2,,,,1,,,,,,,,2,,1,,,,1,,2,,,,,,1,,2,,,,2,,1,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,,1,,1,,1,,1,,,,,,,,2,,,,,,2,,,,2,,,,2,,,,,,1,,1,,2,,3,,,,,,,,1,,,,37,56,0,20,,,,,,5,,,,2,,5,,6,,4,,7,,18,,9,,12,,10,,1,,1,,,,72,100,0,5,,43,,23,,3,,1,,3,,,,4,,4,,7,,6,,4,,15,,9,,,,108,127,0,11,,5,,19,,17,,27,,2,,4,,,,66,85,0
